q1,q2,q3,xe,ye,thetae
2.92,-1.65,1,-9.26,13.58,130.06
0.81,-1.36,-1,10.94,-5.59,-88.81
3.1,-0.77,-1,-10.14,12.17,76.2
2.06,-2.23,-1,6.34,-1.45,-67.04
1.02,-2.56,-1,-1.89,-4.99,-145.53
1.46,-2.42,0,8.8,-4.51,-55.0
2.9,-0.37,-1,-12.24,12.69,87.66
2.06,-2.1,-1,7.25,-0.14,-59.59
0.76,-2.93,-1,-5.87,-0.76,-181.63
1.6,-1.71,0,13.71,5.46,-6.3
1.12,-0.99,1,12.98,13.54,64.74
1.45,-3.08,-1,-5.67,-3.47,-150.69
1.85,-3.1,0,2.49,-6.56,-71.62
2.51,-2.48,0,8.34,4.55,1.72
0.49,-2.7,-1,-4.98,-1.85,-183.92
0.9,-1.28,0,17.35,0.29,-21.77
1.12,-1.77,-1,8.07,-4.91,-94.54
1.18,-2.47,1,11.31,-2.26,-16.62
0.29,-2.24,2,11.11,-4.15,2.86
2.05,-2.7,1,8.92,4.38,20.05
0.73,-0.65,-1,16.43,-0.34,-52.71
0.98,-1.18,1,15.64,9.44,45.84
2.43,-0.51,0,-10.09,17.73,110.01
1.03,-2.57,0,4.03,-7.99,-88.24
2.42,-2.95,-1,1.07,-5.91,-87.66
1.58,-1.34,1,9.01,15.28,71.05
0.37,-0.58,1,18.3,6.04,45.26
2.32,-1.57,0,5.48,14.67,42.97
1.27,-1.07,1,11.47,14.6,68.75
1.79,-2.18,0,11.43,1.51,-22.35
1.95,-1.08,1,-0.14,18.54,107.14
1.61,-2.3,0,10.52,-1.92,-39.53
3.13,-0.3,1,-19.07,-2.22,219.44
2.73,-0.73,-1,-5.55,15.06,57.3
1.01,-1.66,-1,8.74,-5.29,-94.54
1.47,-1.85,-1,8.53,-2.5,-79.07
3.08,-1.24,-1,-4.18,12.39,48.13
0.74,-0.48,0,18.7,8.32,14.9
1.31,-1.46,1,13.35,10.98,48.7
0.99,-0.06,-1,15.01,10.97,-4.01
0.83,-0.33,1,11.36,15.5,85.94
1.92,-0.59,-1,5.9,15.64,18.91
2.82,-1.76,1,-6.51,14.5,118.03
2.8,-2.84,1,4.41,7.8,55.0
2.22,-2.32,-1,5.91,-1.36,-63.03
1.29,-2.96,2,7.87,2.03,18.91
2.73,-1.23,1,-11.53,13.97,143.24
1.18,-2.44,0,6.95,-6.86,-72.19
1.3,-0.12,1,0.53,18.96,124.9
2.17,-0.99,-1,5.61,13.51,10.31
0.29,-2.83,0,-4.83,-5.92,-145.53
0.35,-0.74,0,19.52,-2.92,-22.35
0.49,-1.39,0,14.88,-7.67,-51.57
0.85,-2.11,-1,2.31,-6.81,-129.49
2.7,-1.68,-1,4.33,9.1,1.15
2.19,-2.43,-1,5.01,-2.58,-71.05
0.54,-2.71,-1,-4.94,-1.98,-181.63
0.04,-1.91,0,2.87,-13.1,-107.14
2.65,-2.45,1,3.23,11.22,68.75
1.84,-2.91,-1,-1.85,-5.54,-118.6
1.41,-2.57,0,6.71,-5.93,-66.46
0.59,-0.31,-1,17.81,1.21,-41.25
0.31,-2.47,0,-1.11,-9.5,-123.76
0.51,-0.39,-1,17.52,-1.14,-50.42
0.65,-0.08,0,17.36,11.79,32.66
1.63,-0.03,-1,5.16,17.94,34.38
1.64,-1.8,-1,9.22,-0.55,-66.46
2.8,-2.24,1,-0.59,13.06,89.38
2.17,-2.05,-1,7.46,1.22,-50.42
0.25,-2.45,2,9.52,-5.32,-11.46
2.55,-0.34,0,-14.16,15.14,126.62
0.24,-2.86,0,-5.34,-5.31,-150.11
0.69,-0.61,0,19.35,5.57,4.58
1.61,-0.69,0,8.21,18.13,52.71
1.12,-1.61,1,15.34,6.42,29.22
1.5,-0.23,0,4.64,20.35,72.77
1.61,-0.41,2,-4.73,13.11,183.35
1.48,-1.98,-1,7.27,-3.37,-85.94
3.09,-2.17,1,-5.14,12.51,110.01
2.02,-2.83,0,6.61,-3.83,-46.41
1.34,-2.41,-1,1.61,-5.47,-118.6
3.06,-0.22,1,-19.02,-1.85,220.02
3.08,-0.37,0,-19.7,6.29,155.27
1.54,-1.25,-1,12.23,4.44,-40.68
0.53,-1.88,0,9.11,-10.12,-77.35
1.57,-0.68,1,2.21,19.09,108.29
2.14,-1.54,0,7.78,13.8,34.38
1.13,-2.21,1,13.26,-0.4,-4.58
1.88,-1.56,1,6.25,15.65,75.63
1.72,-1.07,0,10.1,15.39,37.24
3.06,-0.64,0,-17.49,9.82,138.66
1.1,-2.1,0,10.74,-5.54,-57.3
0.52,-0.69,1,17.7,7.46,47.56
1.7,-2.0,1,11.14,9.38,40.11
0.69,-1.62,0,13.77,-6.77,-53.29
0.65,-0.6,1,16.05,10.66,60.16
2.07,-3.01,-1,-1.75,-6.04,-111.15
1.64,-0.37,0,3.66,20.35,72.77
0.0,-2.99,1,-2.77,-7.45,-114.02
0.44,-1.78,1,14.53,-6.17,-19.48
0.93,-1.3,0,17.24,0.55,-21.2
2.97,-1.7,0,-2.75,14.57,72.77
0.34,-0.95,1,18.81,0.99,22.35
0.47,-0.15,1,14.62,12.15,75.63
0.1,-1.22,1,16.96,-6.44,-6.88
3.08,-1.52,0,-6.84,14.43,89.38
2.98,-1.87,0,-0.68,13.67,63.6
1.92,-1.12,1,0.89,18.42,103.13
1.57,-1.17,2,1.29,14.45,137.51
0.91,-0.87,0,18.29,6.09,2.29
1.5,-1.76,1,12.43,9.9,42.4
0.39,-0.2,0,20.22,5.31,10.89
1.65,-2.84,0,4.65,-6.02,-68.18
2.49,-0.91,1,-11.56,14.97,147.82
2.96,-3.11,1,4.66,5.48,48.7
1.38,-0.29,0,7.8,19.29,62.45
2.43,-0.64,-1,-1.9,16.38,45.26
0.57,-2.93,0,-4.04,-6.08,-135.22
2.73,-0.35,0,-16.55,12.46,136.36
2.51,-0.03,1,-17.78,6.11,199.39
1.18,-0.54,-1,14.83,8.19,-20.63
0.23,-1.65,-1,2.61,-9.95,-138.66
1.5,-1.1,0,13.39,12.43,22.92
2.94,-0.1,-2,-8.87,8.69,48.13
1.86,-2.78,0,6.49,-4.43,-52.71
1.31,-0.96,1,9.91,15.99,77.35
1.81,-1.29,-1,10.63,7.05,-27.5
0.03,-2.0,1,8.23,-12.01,-55.58
1.69,-0.8,-1,10.53,11.62,-6.3
2.52,-0.29,1,-16.95,8.99,185.07
3.08,-2.85,-1,4.85,-2.85,-44.12
1.5,-3.03,-1,-4.95,-4.03,-144.96
0.28,-1.33,0,13.69,-10.21,-60.16
2.26,-2.47,0,9.24,2.48,-12.03
2.27,-2.35,1,6.71,10.37,52.71
2.52,-0.54,0,-11.26,16.92,113.45
1.61,-0.76,0,8.97,17.51,48.7
2.71,-0.11,0,-18.35,10.15,148.97
3.11,-1.91,0,-1.92,13.27,68.75
1.05,-1.83,0,13.44,-3.77,-44.69
0.73,-2.01,1,13.95,-3.97,-16.04
1.25,-1.16,-1,13.48,1.75,-52.14
3.0,-3.1,1,4.39,5.77,51.57
0.12,-2.54,1,2.75,-10.71,-81.36
2.39,-0.57,-1,-2.07,16.68,46.98
0.97,-2.47,0,4.95,-8.19,-85.94
0.72,-0.36,1,13.28,13.93,77.92
0.08,-0.86,-1,10.5,-11.21,-101.99
0.1,-3.0,1,-2.09,-7.6,-108.86
2.83,-2.71,0,7.24,3.82,6.88
1.61,-2.05,0,12.39,1.03,-25.21
2.39,-1.67,-1,6.88,7.46,-16.04
1.45,-1.3,1,10.62,14.38,65.89
1.89,-1.02,1,0.25,18.69,107.14
3.01,-2.09,1,-5.09,13.07,110.01
1.32,-1.42,1,13.05,11.57,51.57
2.47,-2.99,-1,0.95,-6.11,-87.09
2.44,-0.57,-1,-2.9,16.56,49.85
0.85,-3.13,0,-4.5,-5.37,-130.63
1.36,-1.59,1,13.31,10.12,44.12
2.44,-0.63,0,-8.66,18.12,103.71
0.68,-2.74,1,5.58,-7.88,-60.73
1.81,-1.28,-1,10.62,7.17,-26.93
1.78,-1.28,0,10.83,13.56,28.65
2.71,-0.87,0,-10.08,16.42,105.42
2.06,-0.61,0,-1.6,20.08,83.08
1.0,-0.1,1,5.87,18.0,108.86
2.03,-1.6,0,9.62,12.11,24.64
1.17,-3.05,1,5.06,-5.62,-50.42
1.37,-0.94,0,14.12,12.7,24.64
1.35,-2.02,1,13.64,4.75,18.91
1.69,-1.95,-2,1.48,-0.25,-129.49
0.96,-1.8,-1,6.83,-6.23,-105.42
2.39,-1.93,-2,1.37,0.89,-88.24
1.2,-2.17,0,10.45,-5.02,-55.58
1.25,-2.39,-1,1.36,-5.61,-122.61
2.37,-2.6,-1,4.14,-3.31,-70.47
0.32,-1.55,-1,4.7,-9.93,-127.77
2.06,-1.52,-1,8.99,6.67,-26.36
0.58,-0.9,0,19.14,-0.57,-18.33
1.3,-2.65,-1,-1.51,-5.07,-134.65
1.92,-3.12,0,2.68,-6.47,-68.75
3.13,-2.97,-1,4.58,-4.02,-48.13
0.45,-2.18,1,10.41,-8.53,-41.83
0.15,-1.8,-2,0.25,-2.52,-209.13
2.18,-3.11,0,4.36,-5.48,-53.29
2.02,-0.12,-1,-0.95,18.41,51.57
2.88,-2.56,0,6.53,6.21,18.33
0.37,-2.43,1,6.66,-9.75,-60.73
0.56,-0.09,1,12.88,13.85,84.22
3.12,-2.52,0,4.56,8.06,34.38
2.29,-1.32,2,-7.55,12.24,170.17
1.42,-3.04,0,0.36,-7.06,-92.82
1.86,-1.12,-1,9.94,9.63,-14.9
0.16,-1.86,1,11.36,-10.34,-40.11
1.23,-1.94,0,12.96,-2.53,-40.68
2.71,-2.91,-1,3.04,-4.99,-68.75
0.23,-2.87,-1,-5.47,1.58,-208.56
2.55,-1.05,-1,0.83,14.24,28.65
2.42,-1.97,1,1.89,14.62,83.08
2.12,-2.77,0,7.49,-2.5,-37.24
0.77,-0.16,-1,17.24,6.22,-22.35
2.05,-1.42,0,8.08,14.46,36.1
2.59,-2.85,0,7.57,0.07,-14.9
0.6,-1.09,1,18.06,4.08,29.22
0.86,-1.35,0,16.92,-1.28,-28.07
2.5,-1.58,-1,5.61,9.2,-4.58
1.55,-2.78,-1,-1.8,-5.13,-127.77
2.95,-1.5,0,-5.18,15.23,83.08
2.14,-1.6,1,2.45,16.49,88.24
1.02,-2.92,-2,-3.68,4.16,-223.45
1.59,-2.56,1,10.82,1.43,1.72
0.43,-0.76,-1,14.65,-6.15,-76.2
0.47,-3.06,-1,-6.03,2.54,-205.69
0.55,-2.86,-1,-5.65,-0.34,-189.65
2.07,-0.56,-1,3.18,16.55,29.22
2.3,-1.11,1,-6.13,17.42,125.48
2.84,-2.6,-1,5.19,-1.08,-43.54
2.16,-0.52,1,-10.51,16.17,151.26
1.65,-0.16,0,0.58,20.93,85.37
3.07,-1.28,0,-10.03,14.17,102.56
2.08,-2.91,1,8.21,2.13,9.74
1.17,-0.79,0,15.73,11.64,21.77
0.52,-2.69,0,-1.82,-8.08,-124.33
3.11,-3.12,0,7.0,0.08,-0.57
1.23,-2.27,0,9.43,-5.48,-59.59
2.34,-1.4,-1,6.25,10.26,-3.44
0.95,-2.53,-1,-1.92,-5.03,-147.82
1.78,-1.6,-1,10.21,2.98,-46.98
0.87,-2.33,-1,-0.15,-6.02,-140.95
1.14,-2.96,1,5.97,-5.54,-46.98
1.08,-2.92,1,6.11,-5.79,-48.13
0.95,-2.04,0,10.55,-6.72,-62.45
2.59,-3.09,1,6.32,3.67,28.65
1.51,-1.36,-1,11.97,2.77,-48.7
1.14,-0.83,1,11.39,15.26,75.06
0.79,-1.81,1,15.59,-1.13,-1.15
1.7,-2.9,-1,-2.48,-5.24,-126.05
2.69,-2.56,0,7.58,4.87,7.45
1.58,-1.3,0,13.39,10.87,16.04
0.7,-1.77,-1,5.36,-7.78,-118.6
0.68,-1.42,0,15.78,-5.04,-42.4
1.08,-1.79,-1,7.64,-5.32,-97.98
2.84,-0.38,0,-17.56,10.9,140.95
0.56,-2.17,-1,-0.38,-6.82,-149.54
1.4,-1.99,-2,1.04,-0.66,-148.4
0.66,-2.65,0,-0.17,-8.5,-114.02
3.12,-0.76,2,-14.38,-1.49,249.81
0.46,-2.36,1,8.36,-9.0,-51.57
1.25,-2.17,-1,4.05,-5.5,-110.01
2.59,-2.12,1,0.98,13.8,84.22
0.86,-2.1,1,13.64,-2.98,-13.75
1.59,-1.83,0,13.46,3.67,-13.75
1.03,-1.63,1,15.83,4.77,22.92
1.98,-2.01,0,11.21,6.0,-1.72
0.89,-1.35,0,16.95,-0.78,-26.36
2.63,-1.4,-1,3.05,11.62,13.18
1.95,-2.63,0,8.29,-2.3,-38.96
0.37,-2.91,1,0.97,-8.43,-88.24
2.28,-0.03,-1,-6.75,17.4,71.62
0.69,-1.12,-1,12.74,-5.39,-81.93
1.68,-1.07,0,10.71,14.98,34.95
1.37,-0.24,0,7.37,19.52,64.74
2.74,-2.62,1,3.56,9.87,64.17
0.93,-0.69,1,13.26,13.9,71.05
0.54,-0.85,-1,14.48,-5.3,-75.06
1.32,-2.39,1,12.08,0.15,-4.01
2.45,-1.82,0,5.92,12.71,36.1
0.52,-0.7,1,17.74,7.34,46.98
1.6,-0.3,0,3.54,20.49,74.48
2.02,-2.54,-1,3.39,-4.16,-87.09
1.4,-2.62,1,10.43,-1.2,-12.61
0.54,-2.57,1,6.51,-8.68,-59.01
0.9,-0.11,0,14.21,15.43,45.26
0.99,-1.57,0,15.55,-1.82,-33.23
2.3,-1.04,0,-0.38,18.55,72.19
1.17,-1.08,-1,14.0,1.55,-52.14
2.02,-1.26,0,7.11,15.95,43.54
2.67,-1.25,0,-4.13,17.02,81.36
0.42,-3.11,0,-6.2,-3.26,-154.13
1.47,-0.25,-1,9.94,15.07,12.61
2.52,-2.7,-1,3.86,-3.65,-67.61
2.95,-2.67,1,1.86,9.97,73.34
0.13,-2.24,-1,-3.65,-5.32,-178.19
2.21,-0.89,0,-0.7,19.18,75.63
1.66,-0.92,0,9.71,16.41,42.4
2.2,-2.7,0,8.17,-1.05,-28.65
1.06,-0.28,-1,15.23,9.5,-12.61
1.16,-0.94,1,12.03,14.52,69.9
2.8,-0.23,1,-18.85,3.22,204.55
0.54,-0.18,0,19.11,8.53,20.63
1.76,-1.27,1,5.42,17.15,85.37
1.78,-1.54,1,7.62,15.13,71.05
0.68,-2.3,1,10.8,-6.66,-35.52
0.23,-2.0,-1,-1.09,-7.81,-158.71
1.4,-0.03,0,3.98,20.62,78.5
0.64,-0.02,-1,17.81,5.65,-21.77
1.37,-0.8,-1,13.65,7.72,-24.64
0.77,-2.59,0,1.57,-8.69,-104.28
1.61,-0.5,0,5.95,19.53,63.6
1.54,-0.43,-1,10.29,14.04,6.3
2.38,-1.91,1,1.88,14.97,84.22
2.68,-1.56,-1,3.73,10.26,6.88
1.7,-2.01,1,11.16,9.26,39.53
2.91,-1.16,1,-14.53,11.17,157.56
2.16,-1.62,1,2.33,16.42,88.24
1.08,-2.1,0,10.63,-5.76,-58.44
1.68,-2.41,-1,3.34,-4.62,-99.12
0.53,-0.85,-1,14.42,-5.44,-75.63
1.15,-0.03,-1,12.86,13.53,6.88
0.57,-0.92,-1,14.0,-5.45,-77.35
0.26,-0.2,1,17.17,8.33,60.73
2.25,-1.91,1,3.8,14.6,76.78
1.14,-3.02,1,5.25,-5.7,-50.42
1.16,-1.4,-1,11.87,-1.87,-71.05
2.38,-3.07,-1,-0.5,-6.58,-96.83
0.72,-1.64,0,13.74,-6.52,-52.71
1.29,-0.1,0,7.14,19.72,68.18
1.04,-2.79,1,7.42,-5.62,-42.97
1.31,-1.31,-1,12.59,0.87,-57.3
1.08,-1.42,1,15.43,8.13,37.82
1.99,-2.07,1,8.37,11.4,52.71
1.24,-2.23,-1,3.27,-5.63,-114.02
2.83,-0.19,1,-18.95,2.17,208.56
1.82,-2.4,-1,4.06,-4.05,-90.53
1.44,-2.19,-1,4.79,-4.72,-100.27
1.69,-2.63,1,10.28,1.72,3.44
2.16,-1.59,0,7.9,13.37,32.66
1.72,-0.79,1,0.68,19.09,110.58
1.49,-1.07,0,13.35,12.69,24.06
1.0,-2.86,0,-0.21,-7.53,-106.57
2.47,-1.83,1,-0.35,15.52,93.97
1.85,-0.92,0,6.44,17.95,53.29
2.45,-0.75,0,-7.2,18.35,97.4
1.91,-1.6,0,11.0,10.87,17.76
2.49,-1.15,1,-8.83,16.09,134.07
2.18,-2.63,1,8.27,6.35,31.51
0.39,-0.55,-2,9.5,-4.27,-123.76
1.3,-0.72,-1,14.12,7.73,-24.06
1.97,-0.13,2,-9.94,8.7,220.02
1.0,-1.63,-1,9.02,-5.22,-93.39
2.98,-2.16,1,-3.86,13.03,104.28
0.22,-1.38,1,16.54,-6.01,-9.17
2.36,-3.1,1,6.97,2.01,14.9
1.79,-1.57,1,7.71,14.93,69.9
1.06,-3.01,1,4.9,-6.09,-54.43
0.64,-0.95,-1,14.09,-4.72,-75.06
1.94,-1.11,0,6.92,16.86,47.56
0.42,-1.73,0,10.0,-10.67,-75.06
0.9,-0.09,0,14.0,15.62,46.41
1.88,-0.46,0,-0.03,20.51,81.36
0.35,-2.22,0,2.45,-10.98,-107.14
0.11,-1.68,-2,0.6,-3.32,-204.55
2.7,-2.7,0,7.67,2.99,0.0
2.55,-2.75,0,7.91,1.12,-11.46
1.11,-0.08,-1,13.71,12.48,1.72
3.11,-0.95,-1,-8.09,12.46,66.46
1.62,-1.93,0,12.99,2.72,-17.76
0.37,-1.06,1,18.59,0.21,17.76
0.35,-2.44,2,10.07,-4.31,-5.16
1.19,-2.68,1,9.34,-3.77,-28.07
1.83,-0.74,-1,8.41,13.6,5.16
2.38,-2.26,0,8.83,6.51,6.88
2.73,-0.93,1,-14.6,11.96,160.43
1.75,-1.84,-1,8.96,0.05,-62.45
0.27,-2.26,0,1.05,-10.92,-114.02
2.6,-0.55,0,-12.45,16.03,117.46
0.79,-1.58,0,14.78,-4.97,-45.26
0.32,-2.78,1,1.98,-9.17,-83.65
1.41,-2.33,1,12.34,1.9,4.58
2.55,-1.3,0,-1.4,17.19,71.62
1.48,-3.07,1,6.32,-3.92,-33.8
3.14,-2.18,-1,4.01,5.47,-2.29
1.32,-2.06,-1,5.73,-4.84,-99.69
0.33,-2.31,0,1.05,-10.58,-113.45
0.87,-0.22,-1,16.66,7.19,-20.05
0.39,-0.81,0,19.26,-3.05,-24.06
2.08,-2.1,1,7.49,11.79,56.15
2.88,-2.93,0,7.22,1.11,-2.86
0.68,-0.58,2,8.87,11.14,120.32
0.46,-2.86,1,2.3,-8.52,-80.21
1.04,-0.08,-1,14.55,11.49,-2.29
1.91,-2.89,0,5.47,-5.03,-56.15
2.84,-2.7,-1,4.81,-2.25,-49.27
0.7,-1.72,-1,5.98,-7.76,-115.74
1.89,-1.02,1,0.25,18.69,107.14
0.55,-1.03,-1,12.81,-6.54,-84.8
2.88,-0.5,1,-18.63,4.99,193.66
2.94,-2.39,0,5.08,8.72,31.51
3.01,-0.08,-1,-16.24,8.94,110.58
0.3,-0.56,0,20.22,-1.53,-14.9
2.37,-2.03,0,8.18,9.55,19.48
1.33,-0.56,1,5.31,18.53,101.41
0.68,-1.41,-1,9.55,-7.18,-99.12
1.87,-0.82,1,-1.81,18.97,117.46
1.31,-2.62,-1,-1.11,-5.17,-132.35
1.44,-2.15,-1,5.25,-4.55,-97.98
0.25,-2.25,0,0.96,-11.0,-114.59
0.15,-1.06,0,15.51,-10.01,-52.14
2.42,-2.37,0,8.73,5.32,2.86
2.18,-1.95,0,9.63,8.93,13.18
1.99,-1.33,-1,9.28,8.35,-19.48
2.06,-3.07,-1,-2.54,-6.08,-115.16
3.02,-0.19,-1,-15.41,9.76,104.85
2.29,-2.41,-1,5.39,-1.87,-64.17
2.83,-1.8,0,0.54,14.15,59.01
1.98,-2.02,-1,7.75,0.11,-59.59
1.03,-2.38,1,11.71,-3.23,-20.05
1.32,-2.78,0,3.29,-7.13,-83.65
1.98,-1.35,0,8.53,14.67,36.1
2.93,-2.49,0,5.82,7.43,25.21
0.89,-1.58,-1,8.97,-5.97,-96.83
0.52,-2.86,0,-3.66,-6.58,-134.07
0.29,-0.89,0,18.26,-5.9,-34.38
2.04,-2.47,-1,4.18,-3.61,-81.93
1.02,-0.57,2,4.58,13.47,140.37
2.57,-2.64,1,5.28,8.91,53.29
0.12,-3.07,2,4.15,-6.19,-54.43
3.02,-0.2,-1,-15.32,9.85,104.28
0.15,-1.78,2,13.03,-3.41,21.2
2.07,-2.58,-1,3.18,-4.26,-86.52
1.67,-1.16,-1,11.59,7.09,-28.07
2.88,-1.97,-1,4.51,6.71,-5.16
2.62,-1.6,0,1.26,15.42,58.44
0.71,-0.07,0,16.54,12.92,36.67
0.09,-3.02,-1,-4.81,4.12,-225.17
2.53,-2.01,-1,6.55,4.26,-27.5
1.43,-0.79,1,6.11,18.09,93.97
3.06,-2.04,0,0.35,12.5,58.44
2.97,-1.86,1,-7.38,13.47,120.89
1.98,-1.26,0,7.74,15.65,41.25
1.43,-2.54,-1,0.5,-5.35,-120.89
2.3,-0.22,0,-11.49,17.44,119.18
0.2,-0.55,-1,14.97,-7.84,-77.35
1.48,-3.12,0,-0.33,-7.0,-93.97
2.83,-0.87,1,-16.2,9.89,169.6
0.14,-3.06,-1,-4.88,4.35,-224.6
0.7,-0.13,1,11.25,15.29,89.95
1.97,-1.7,1,6.1,15.0,72.77
0.76,-0.76,0,19.07,4.82,0.0
0.55,-1.58,1,16.57,-2.55,-1.72
2.91,-1.61,0,-3.07,15.1,74.48
0.71,-2.44,0,3.09,-9.26,-99.12
2.51,-2.65,1,5.85,8.46,49.27
1.91,-3.13,1,6.91,-1.5,-12.61
2.64,-2.5,-1,5.36,-0.96,-49.27
1.06,-1.08,1,14.32,11.78,56.15
0.52,-2.89,1,2.45,-8.26,-78.5
1.56,-2.42,0,9.21,-3.61,-49.27
2.89,-0.32,1,-19.03,2.62,204.55
1.39,-2.95,-1,-4.51,-3.96,-146.68
2.31,-1.71,-1,7.51,6.4,-22.92
1.32,-1.49,0,15.54,4.41,-9.74
2.9,-1.31,0,-7.07,15.67,91.1
0.06,-3.13,1,-3.35,-6.23,-118.6
2.22,-0.7,-1,2.2,16.05,29.79
0.59,-1.34,-2,4.47,-3.55,-157.56
2.4,-1.59,-1,6.54,8.48,-10.89
1.53,-0.43,-1,10.43,13.93,5.73
1.68,-2.47,1,11.01,3.45,12.03
1.79,-1.52,1,7.3,15.39,72.77
0.21,-1.83,1,12.2,-9.6,-35.52
1.05,-1.62,1,15.74,5.21,24.64
1.74,-2.8,1,9.23,0.37,-3.44
2.5,-0.49,-1,-4.86,16.45,57.87
1.79,-1.89,1,9.79,11.62,51.57
1.19,-2.76,-1,-3.28,-4.29,-147.25
0.83,-0.72,1,14.79,12.2,63.6
0.93,-3.09,0,-3.59,-6.03,-123.76
1.48,-1.45,0,14.63,7.39,1.72
2.7,-0.37,1,-18.02,6.76,190.79
2.71,-1.45,0,-2.08,16.26,72.19
1.86,-1.04,0,7.55,16.95,46.98
0.4,-2.43,-1,-3.61,-4.33,-173.61
0.65,-1.01,0,18.68,-0.7,-20.63
3.03,-1.98,-1,3.52,7.2,2.86
1.7,-1.59,1,9.17,13.98,63.6
1.56,-0.54,-2,7.64,7.15,-56.15
1.35,-2.82,0,2.94,-7.1,-84.22
0.26,-1.49,0,11.44,-11.4,-70.47
2.37,-2.14,-1,6.82,1.6,-44.12
0.98,-2.23,0,8.31,-7.47,-71.62
2.26,-0.92,0,-1.25,19.03,76.78
1.26,-2.07,-1,5.31,-5.21,-103.71
0.49,-2.96,-1,-5.93,1.2,-198.82
1.17,-0.68,0,15.08,13.03,28.07
0.9,-1.48,-1,10.14,-5.35,-90.53
2.71,-2.78,-1,3.99,-3.7,-61.31
1.06,-0.75,0,16.75,10.38,17.76
0.61,-2.46,1,8.43,-7.98,-48.7
2.25,-0.29,0,-9.71,18.4,112.3
1.33,-2.1,0,11.72,-2.95,-44.12
2.87,-2.24,0,4.57,10.13,36.1
2.68,-1.77,0,2.33,14.17,52.14
0.51,-2.26,1,9.98,-8.24,-42.97
0.08,-2.53,0,-3.81,-8.37,-140.37
0.8,-0.73,-1,16.04,-0.1,-53.29
2.82,-1.18,1,-13.26,12.56,151.26
2.61,-2.3,1,2.44,12.45,75.06
2.49,-1.71,1,-2.04,16.02,101.99
2.35,-2.67,1,7.17,7.18,38.96
2.13,-0.84,1,-6.39,17.93,131.21
2.68,-0.63,-1,-6.01,15.4,60.16
1.34,-2.93,0,1.33,-7.18,-91.1
0.68,-0.6,-1,16.66,-0.61,-52.71
3.06,-0.51,0,-18.6,8.38,146.1
0.15,-0.33,-1,16.47,-6.68,-67.61
0.16,-0.22,1,18.03,6.35,53.86
1.6,-2.7,-1,-0.56,-5.28,-120.32
0.43,-2.86,-1,-5.65,0.34,-196.52
1.09,-2.34,-1,1.05,-5.88,-128.92
1.94,-0.52,0,-0.42,20.37,81.36
1.37,-0.55,1,4.45,18.76,104.28
0.08,-1.56,-1,2.09,-10.71,-142.09
2.97,-2.3,-1,5.21,3.27,-18.91
3.07,-0.53,1,-19.2,1.75,202.83
2.42,-0.63,-1,-1.85,16.43,45.26
1.67,-0.76,1,1.27,19.09,109.43
1.06,-1.88,-1,6.47,-5.8,-104.28
2.25,-1.95,-1,7.64,3.01,-40.11
1.35,-1.42,-1,11.88,0.2,-61.31
1.09,-0.45,1,8.37,17.37,93.97
2.34,-2.5,0,8.95,2.8,-9.17
2.01,-0.55,-1,4.07,16.4,26.36
1.29,-0.3,-1,12.78,12.51,-0.57
1.27,-0.28,1,3.07,18.93,114.02
0.94,-2.8,1,6.7,-6.36,-49.27
1.65,-2.23,1,11.69,6.0,24.06
1.23,-2.64,1,9.88,-3.1,-23.49
1.93,-1.79,0,11.4,8.51,8.02
1.17,-1.12,-1,13.79,1.1,-54.43
1.9,-0.51,-1,5.47,16.17,22.35
1.45,-1.2,-1,12.75,3.91,-42.97
2.52,-2.87,-1,2.42,-5.15,-77.35
1.62,-0.14,1,-5.23,18.26,142.09
0.64,-1.87,0,10.29,-9.01,-70.47
0.8,-0.01,0,14.73,14.97,45.26
2.36,-2.47,0,8.95,3.39,-6.3
2.56,-1.98,-1,6.4,4.83,-24.06
1.98,-1.85,1,7.14,13.66,64.74
2.11,-0.17,1,-12.98,13.94,168.45
2.8,-1.39,0,-4.35,16.16,80.79
0.34,-0.74,-1,14.24,-7.29,-80.21
0.37,-2.13,1,10.28,-9.17,-43.54
1.97,-0.53,1,-7.15,17.91,139.8
0.78,-0.18,-1,17.2,6.15,-22.92
1.41,-2.28,1,12.58,2.47,7.45
0.11,-2.05,-2,-0.45,-0.75,-225.75
2.17,-1.3,1,-1.5,17.82,107.14
2.48,-0.12,1,-17.33,7.71,192.51
2.82,-0.38,-1,-11.07,13.67,82.51
2.06,-1.62,0,9.38,12.14,25.21
0.32,-1.88,1,12.65,-8.52,-32.09
1.02,-0.52,1,10.3,16.3,85.94
2.35,-0.59,0,-7.55,18.73,100.84
2.98,-2.13,-1,4.63,5.34,-8.59
2.26,-0.35,1,-13.59,13.61,166.73
1.83,-1.17,1,3.11,18.03,95.11
3.03,-2.68,1,1.15,10.01,77.35
1.33,-1.26,-1,12.84,1.68,-53.29
1.57,-1.57,0,14.01,7.0,0.0
2.07,-2.83,-1,0.41,-5.55,-100.84
1.07,-2.31,0,7.91,-7.1,-71.05
2.22,-0.96,-1,4.67,14.04,14.9
2.67,-2.32,1,1.87,12.41,77.35
2.05,-0.35,0,-5.03,20.09,97.4
2.18,-1.46,0,6.52,14.97,41.25
0.31,-0.14,-1,18.29,-1.85,-47.56
1.92,-2.31,-1,5.34,-2.97,-79.64
2.13,-0.84,1,-6.39,17.93,131.21
1.28,-0.33,0,10.15,18.09,54.43
